confirmation_parent_uid,source_corpus,selection_score,source_file_sha256,pcm_sha256,sample_rate,channels,sample_width_bits,sample_count,duration_seconds,canonical_pcm_path,upstream_parent_uid,existing_upstream_uid,absolute_source_path
210332eaa7f558fa294fc911b688d06e91e5a241ff8f913bad7cf35f382fd412,FSDnoisy18k,00438bd3d68dc7da28d3fd3625af6cab86069edd0143dbf51164df6f6879f0f0,06769a1244bc40a86177c84433f7fd2dca713188b002eba127d65aa92062aaf2,9c498f7469e14d36a634ac872df74138ffa24d833952a37115c0000dde548305,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_06769a1244bc40a86177c844.wav,06769a1244bc40a86177c84433f7fd2dca713188b002eba127d65aa92062aaf2,FSDN-000753,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/140716.wav
2d87aadb2231328b9a9eceff51f71e89b4b7de6d459ad5c94b163bff4c920e9a,FSDnoisy18k,00619d2e1198c815397793fba42d92df31325fc9985c69de1b9fca36d44cba9d,2335b09b93dc3b0881c774e6dc7ff48c449f52c5b40cc0f02de5f1fb8d53e423,ad6de065f394c001a08253fe3da72341f1ebb1e24b3bc6e63c345c44e9380949,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_2335b09b93dc3b0881c774e6.wav,2335b09b93dc3b0881c774e6dc7ff48c449f52c5b40cc0f02de5f1fb8d53e423,FSDN-000635,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/95332.wav
e4fb582fba64c3d437c774f1180962bdac4513af69af351aacd49d28d087413b,FSDnoisy18k,00f1a2e75d531d1d4fb54652167098dba6bdab2f6023e41d61e1fee0ba9b9443,a6db1b5877a61d1a1e18431dcc10d7301f3380e378dfda70ba14e6e82361a796,299c47e9da03cf9235fc008f8149c907a1de9dc8e9a49c6f8c0f9712201f218c,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_a6db1b5877a61d1a1e18431d.wav,a6db1b5877a61d1a1e18431dcc10d7301f3380e378dfda70ba14e6e82361a796,FSDN-000217,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/175627.wav
eae50d9baeb2c8a1ac5f0699947e30a4216b73f7ebb59ed100610a3a64f7739e,FSDnoisy18k,01025b4222f5c179b33718ce5100cc95e66b121432b25fb149379257027a02ed,c65e0ffbbca937f351e7adf7101317f3247f6c07ebb53ca542a1f8fb48bc4fb4,69314c6b3129983e9329b43e31349e9f4c181f5f0c0da49c1822ab017160aacd,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_c65e0ffbbca937f351e7adf7.wav,c65e0ffbbca937f351e7adf7101317f3247f6c07ebb53ca542a1f8fb48bc4fb4,FSDN-000705,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/264312.wav
f567be3233e24ea4b1282ecf18264d6fd88b772c22df7bf368b5812f6d94bead,FSDnoisy18k,01039cbaaf70d985ce2d93585b60ec7a4e4074c8be93d591aa5dd530e32b80bb,30c14d84962ac6d2ff10534a17928aa8bdd13b5576a80cb92f77682225af22aa,1cfc82c066ca1924bc3cc53469ece963d86240f85438ac6428979126bb69a46a,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_30c14d84962ac6d2ff10534a.wav,30c14d84962ac6d2ff10534a17928aa8bdd13b5576a80cb92f77682225af22aa,FSDN-000138,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/55064.wav
064ee6e1a127c22405b50c8a4d9ea8988d20e1499f73df91f8cbc52128738fc5,FSDnoisy18k,010fd4c96f53b1300645b73423f3a91c4f3f698674db7dcf4f45aaeb7485c78d,2533870be341e9f02a5473f48f72edcecf803a9148d6843d52a29356fd10a1cc,eb813e3785733993a32b5e00345b6e7553c49a97234f74d2bb33a62c385ff437,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_2533870be341e9f02a5473f4.wav,2533870be341e9f02a5473f48f72edcecf803a9148d6843d52a29356fd10a1cc,FSDN-000204,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/102709.wav
4afa0cb2dd383899abdd860475e53056b7bbdd6504d45f2beef01a09100924ab,FSDnoisy18k,0165ae63e874f02758c902ad50191e106d53f2a4ea1d71e67defb19fb1ce2833,f6c176f94e69ce035995642f001c03e59e2c1d73c5d707d92822a4c4dec550f1,b84d3e51ec6b6228def20bb4d700e4462b2383edea29a3bfe0d7076763ebc296,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_f6c176f94e69ce035995642f.wav,f6c176f94e69ce035995642f001c03e59e2c1d73c5d707d92822a4c4dec550f1,FSDN-000357,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/411059.wav
3a599d5de4da533f7851ce06365eaaf2b2dedf5927a32bf0ef16bbb03a9bff4c,FSDnoisy18k,01c4cfd2f2bff43faa7f141ff170f9d1c1add4ef1faf1985e3f09a5fa27a80f8,2cc5b81247c2471f2fd77afcf2b3e2e0db795c11dbb1a81ae25ccd4104949c37,f9f607a5c1d2e9da9210afbb9c358e556ef6f8f227d563e9a0738f074791a2c6,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_2cc5b81247c2471f2fd77afc.wav,2cc5b81247c2471f2fd77afcf2b3e2e0db795c11dbb1a81ae25ccd4104949c37,FSDN-000468,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/130787.wav
3b5f8cdbb06d2c0d23cbb1522c39a583d04c215bc62c398addbe9ceaf831a528,FSDnoisy18k,02c279688a19994693aa76d2365a7bf91fdeff3d85b11feb00dd0283cd7593f6,9d38f4d9cfd6540058deab1ad568fd7c1e5795a5cf30138b337c9c97774dbb2d,537413ae6626856a769268fbfa35a55ecd79db42dd2fe12450545cd0a3c39f72,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_9d38f4d9cfd6540058deab1a.wav,9d38f4d9cfd6540058deab1ad568fd7c1e5795a5cf30138b337c9c97774dbb2d,FSDN-000497,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/392399.wav
9da734141392c8807de5709f85e9e0b646aa6ea7dc930b0d8b02a1f57b9b8b53,FSDnoisy18k,02eebdfb6bb607123fa7a8e2cec58d9b59fcb689e502363f2e2318269a525d55,6269ffac98265f08a39d72c501c7570b6d2d687250fdd27ee802f6685c2d6290,45f9e7795903febb0bd47289f6ccef48fbddc580b27483ed2034e00fdd58192b,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_6269ffac98265f08a39d72c5.wav,6269ffac98265f08a39d72c501c7570b6d2d687250fdd27ee802f6685c2d6290,FSDN-000820,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/351519.wav
8ffba8f3049694607cd5b315f6a1b10551f48432025a6c1b468eea90deb3b9dd,FSDnoisy18k,035e4cfe277a2d84dbe2d0d790663af3efabea47427e29f8f99625512c21d1ba,6060f342fe12350e5b11468376ba0e5e2878cbf262723ac514e3ec9126142709,20263c3d405505493b57b3655db966f5ef11cf6654e64c1be762ec9c5bad3d30,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_6060f342fe12350e5b114683.wav,6060f342fe12350e5b11468376ba0e5e2878cbf262723ac514e3ec9126142709,FSDN-000684,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/425433.wav
8d4b9b0bd1bcf8fbf5a2b06b035c5468ccc79dc87367502f4f94540babe17eab,FSDnoisy18k,038c4077daac97362ecca142d1e0da0798e647b95590c35955cd02cff38d87d3,eedfc04edd5c42ed9c281b0ef1a38c3c35f9c7cd6cf1e43a5f5628efc0cd9ef2,4a26281a9d8621c7e8de1bf5c2e13eeb420725f28e2aabd1e359f155cca9cf64,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_eedfc04edd5c42ed9c281b0e.wav,eedfc04edd5c42ed9c281b0ef1a38c3c35f9c7cd6cf1e43a5f5628efc0cd9ef2,FSDN-000171,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/216911.wav
ea399286043bd0d95c68fbf26e943ff90fe66dcf1867712f42e5c4f69827b6b5,FSDnoisy18k,04be4e78e4b76681813046af59309d95e631e6e24ffb4e9a82957eb9fb324351,9c4413b40a8c6da5f550c37d297c61730b16dfbe5d95660e67cd92e3332ba700,1bd8bb6edb3dc77297e1fedaafb53fa2a93526a5f6ab8e615f1949bcc44913fe,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_9c4413b40a8c6da5f550c37d.wav,9c4413b40a8c6da5f550c37d297c61730b16dfbe5d95660e67cd92e3332ba700,FSDN-000263,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/118862.wav
2ac25dbf3534abe45ac366eb00314308e4b06e483dd609405fff9136293725e1,FSDnoisy18k,04ceb8679e04e6a95bddc4b7cb49e115d75b009e005cb4756fe873f55e77dce6,0e8c0b658ef2f479563142af0ecccb81229a26cc0a5e78497df07281b710d219,93e1915c5bf93124fe1af2fc1383cb37208350fe32f376fe96def5dfd0373c19,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_0e8c0b658ef2f479563142af.wav,0e8c0b658ef2f479563142af0ecccb81229a26cc0a5e78497df07281b710d219,FSDN-000371,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/101383.wav
359c18af6313d69035732b002cdd1c0c7e48c2bd9463333c0e3906aef6fe7120,FSDnoisy18k,0502559fd44d3396b145dddc0e46cf8922c0f2b801b351b8d2a25396fbe9ea1d,d7f5612c47ea5b919c9d3072bd3b7af1e9cccabfb0238be8d191875c52df8ffe,b2ed89fbe26595d85a8d2e1ce6749d857c3e9c4b46b002cf0ec8f54adfc86f1e,48000,1,16,96000,2.000000000,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\23_confirmation_corpus_c1a\canonical_selected\FSDnoisy18k_d7f5612c47ea5b919c9d3072.wav,d7f5612c47ea5b919c9d3072bd3b7af1e9cccabfb0238be8d191875c52df8ffe,FSDN-000834,[REDACTED_LOCAL_PATH]\Tony Hidayat\MM_Audio_Routing\source_archives\FSDnoisy18k.audio_test.zip!FSDnoisy18k.audio_test/334517.wav
